patch_id,label,type
patch2072_aug_7285,0,negative_aug
4445,1,positive
patch12808_aug_5665,1,positive_aug
84,0,negative
patch12436_aug_5399,1,positive_aug
10201,1,positive
patch4416_aug_5853,0,negative_aug
9948,1,positive
6511,1,positive
3523,1,positive
3777,1,positive
1103,1,positive
patch2076_aug_2641,0,negative_aug
patch5980_aug_5914,0,negative_aug
12216,1,positive
patch6781_aug_7415,1,positive_aug
patch2634_aug_4170,0,negative_aug
1572,1,positive
patch5979_aug_2059,1,positive_aug
patch12105_aug_4658,1,positive_aug
6217,0,negative
patch10635_aug_189,1,positive_aug
patch4077_aug_3952,0,negative_aug
2475,1,positive
11075,1,positive
3101,0,negative
13229,1,positive
patch4039_aug_6452,0,negative_aug
patch2404_aug_5251,1,positive_aug
2245,0,negative
patch3289_aug_7330,0,negative_aug
2722,0,negative
6884,1,positive
patch433_aug_6853,0,negative_aug
patch5495_aug_484,0,negative_aug
1626,0,negative
patch9030_aug_2620,1,positive_aug
9861,1,positive
patch3873_aug_1734,1,positive_aug
3580,0,negative
patch11229_aug_1353,1,positive_aug
patch5779_aug_3836,0,negative_aug
patch881_aug_4248,0,negative_aug
10071,1,positive
11705,1,positive
2025,1,positive
patch10764_aug_3669,1,positive_aug
patch7534_aug_5252,1,positive_aug
patch1832_aug_8036,1,positive_aug
patch3031_aug_208,1,positive_aug
patch8268_aug_82,1,positive_aug
patch12556_aug_7570,1,positive_aug
9940,1,positive
6236,1,positive
11056,1,positive
patch9625_aug_290,1,positive_aug
5715,1,positive
patch2019_aug_7076,1,positive_aug
3563,1,positive
4630,0,negative
2604,0,negative
12713,1,positive
patch92_aug_2387,0,negative_aug
patch513_aug_501,1,positive_aug
patch9048_aug_4287,1,positive_aug
patch533_aug_604,0,negative_aug
7016,1,positive
patch3648_aug_4980,0,negative_aug
12882,1,positive
patch1679_aug_8153,1,positive_aug
9298,1,positive
patch668_aug_4064,1,positive_aug
1112,1,positive
8260,1,positive
patch1829_aug_1773,0,negative_aug
6076,1,positive
patch12753_aug_7875,1,positive_aug
patch13161_aug_3147,1,positive_aug
251,1,positive
12131,1,positive
1159,1,positive
9594,1,positive
patch4539_aug_6477,0,negative_aug
11971,1,positive
6062,1,positive
1677,1,positive
patch6995_aug_8093,1,positive_aug
patch8622_aug_6580,1,positive_aug
patch6916_aug_6495,1,positive_aug
3669,0,negative
patch4685_aug_6274,1,positive_aug
patch1278_aug_5126,0,negative_aug
1149,0,negative
5205,1,positive
patch115_aug_1619,0,negative_aug
1962,0,negative
patch7560_aug_5231,1,positive_aug
1663,1,positive
91,0,negative
patch13425_aug_6045,1,positive_aug
patch5597_aug_15,1,positive_aug
2099,1,positive
patch5125_aug_2593,0,negative_aug
4450,0,negative
patch3977_aug_602,0,negative_aug
4977,1,positive
1846,0,negative
patch3989_aug_4547,0,negative_aug
patch6828_aug_7574,1,positive_aug
7120,1,positive
13213,1,positive
1905,1,positive
patch9530_aug_2839,1,positive_aug
patch4238_aug_232,0,negative_aug
5242,0,negative
12423,1,positive
4304,1,positive
patch9431_aug_4805,1,positive_aug
4280,0,negative
patch9035_aug_2007,1,positive_aug
612,0,negative
patch6635_aug_1962,1,positive_aug
patch3016_aug_1468,0,negative_aug
1329,1,positive
patch3855_aug_6385,0,negative_aug
patch3148_aug_1582,1,positive_aug
patch1001_aug_2072,1,positive_aug
patch3151_aug_6471,0,negative_aug
9779,1,positive
4003,1,positive
5317,0,negative
patch2890_aug_4520,0,negative_aug
9671,1,positive
4414,0,negative
patch6105_aug_6239,0,negative_aug
4193,0,negative
patch2488_aug_3031,0,negative_aug
930,0,negative
patch4001_aug_3964,1,positive_aug
patch3322_aug_356,0,negative_aug
patch5162_aug_7030,1,positive_aug
5206,0,negative
6196,0,negative
3177,1,positive
patch2981_aug_4474,1,positive_aug
2610,0,negative
patch920_aug_7539,0,negative_aug
patch2809_aug_1028,0,negative_aug
patch5580_aug_2984,0,negative_aug
11147,1,positive
4121,0,negative
patch6159_aug_784,0,negative_aug
3891,0,negative
patch9766_aug_1241,1,positive_aug
patch2091_aug_778,1,positive_aug
patch10041_aug_2274,1,positive_aug
patch1083_aug_5576,0,negative_aug
patch949_aug_4548,0,negative_aug
61,0,negative
3486,1,positive
patch1620_aug_5819,0,negative_aug
7070,1,positive
5935,0,negative
289,1,positive
patch744_aug_6276,0,negative_aug
patch5117_aug_6348,0,negative_aug
3438,0,negative
patch739_aug_3232,0,negative_aug
6328,1,positive
3690,0,negative
patch5383_aug_212,0,negative_aug
patch4041_aug_6978,0,negative_aug
patch828_aug_2248,1,positive_aug
11465,1,positive
4905,1,positive
5737,1,positive
13252,1,positive
patch5717_aug_2753,0,negative_aug
1368,0,negative
patch7410_aug_4629,1,positive_aug
6438,1,positive
patch10824_aug_3576,1,positive_aug
7914,1,positive
patch29_aug_5588,0,negative_aug
patch3003_aug_5154,1,positive_aug
9188,1,positive
6608,1,positive
patch12517_aug_3115,1,positive_aug
9769,1,positive
4164,1,positive
2283,0,negative
10008,1,positive
patch2357_aug_829,1,positive_aug
patch1494_aug_7176,0,negative_aug
11540,1,positive
6938,1,positive
533,1,positive
patch5946_aug_2702,0,negative_aug
patch565_aug_1739,1,positive_aug
patch521_aug_4106,0,negative_aug
4991,1,positive
5901,0,negative
5445,0,negative
patch567_aug_1591,0,negative_aug
2848,1,positive
patch6087_aug_6456,0,negative_aug
3562,0,negative
6019,1,positive
patch967_aug_2198,1,positive_aug
5332,1,positive
patch4087_aug_2094,0,negative_aug
1762,1,positive
patch5038_aug_1131,0,negative_aug
patch3246_aug_3882,0,negative_aug
5381,1,positive
9292,1,positive
2235,0,negative
3708,1,positive
patch3160_aug_5011,1,positive_aug
4497,0,negative
patch7522_aug_2882,1,positive_aug
patch1191_aug_8126,1,positive_aug
13245,1,positive
patch9910_aug_1231,1,positive_aug
2888,1,positive
3984,0,negative
patch307_aug_4150,0,negative_aug
8370,1,positive
5292,0,negative
4849,1,positive
5081,0,negative
patch2899_aug_4076,0,negative_aug
patch6173_aug_4593,0,negative_aug
5136,0,negative
6503,1,positive
patch807_aug_5538,0,negative_aug
6599,1,positive
patch2500_aug_5181,0,negative_aug
patch11456_aug_5850,1,positive_aug
patch2610_aug_5234,0,negative_aug
2918,1,positive
5165,0,negative
3920,0,negative
3950,1,positive
patch2692_aug_3189,1,positive_aug
patch5628_aug_4351,0,negative_aug
10242,1,positive
11667,1,positive
13440,1,positive
patch4578_aug_7453,0,negative_aug
patch8156_aug_7444,1,positive_aug
11556,1,positive
patch7243_aug_6023,1,positive_aug
patch8551_aug_1873,1,positive_aug
9258,1,positive
patch2643_aug_4409,0,negative_aug
8160,1,positive
patch2218_aug_2778,1,positive_aug
patch3870_aug_1588,0,negative_aug
785,0,negative
3728,0,negative
patch5474_aug_3302,0,negative_aug
patch6565_aug_3996,1,positive_aug
12087,1,positive
9843,1,positive
3164,1,positive
patch4878_aug_2041,0,negative_aug
10807,1,positive
4123,1,positive
869,0,negative
10304,1,positive
patch2812_aug_3186,0,negative_aug
1330,1,positive
patch4789_aug_1137,0,negative_aug
patch4546_aug_7721,1,positive_aug
patch11371_aug_3420,1,positive_aug
5911,1,positive
patch5564_aug_1648,0,negative_aug
4322,0,negative
patch3116_aug_5746,0,negative_aug
patch5299_aug_289,0,negative_aug
5558,1,positive
patch68_aug_2913,0,negative_aug
1777,0,negative
8019,1,positive
2767,1,positive
patch3433_aug_5718,0,negative_aug
patch5306_aug_4865,1,positive_aug
patch236_aug_4940,1,positive_aug
patch5318_aug_2926,1,positive_aug
patch11859_aug_2324,1,positive_aug
patch10363_aug_2452,1,positive_aug
patch4630_aug_5911,1,positive_aug
patch13344_aug_2205,1,positive_aug
patch2900_aug_1929,0,negative_aug
patch2153_aug_550,0,negative_aug
patch921_aug_6708,1,positive_aug
patch1371_aug_4081,0,negative_aug
patch3346_aug_6558,0,negative_aug
117,1,positive
7648,1,positive
7641,1,positive
5519,0,negative
patch2530_aug_7182,0,negative_aug
1789,0,negative
patch8043_aug_2473,1,positive_aug
patch12049_aug_6636,1,positive_aug
patch4922_aug_2906,0,negative_aug
patch3908_aug_4836,0,negative_aug
1933,0,negative
2599,0,negative
6332,1,positive
5468,1,positive
12376,1,positive
patch6002_aug_1881,0,negative_aug
patch6287_aug_4579,1,positive_aug
patch10657_aug_695,1,positive_aug
3124,1,positive
905,1,positive
424,1,positive
patch2501_aug_2138,0,negative_aug
7188,1,positive
patch11601_aug_6452,1,positive_aug
50,0,negative
patch9580_aug_4967,1,positive_aug
patch4164_aug_3378,1,positive_aug
patch2616_aug_6824,1,positive_aug
patch11094_aug_6466,1,positive_aug
4250,1,positive
patch76_aug_2469,1,positive_aug
4538,0,negative
9290,1,positive
patch8792_aug_6417,1,positive_aug
9545,1,positive
3782,0,negative
patch475_aug_7462,0,negative_aug
patch3628_aug_474,1,positive_aug
patch3814_aug_3595,0,negative_aug
7224,1,positive
346,0,negative
3242,1,positive
8600,1,positive
patch3382_aug_564,0,negative_aug
3155,0,negative
3711,0,negative
patch4681_aug_7216,0,negative_aug
patch12423_aug_7998,1,positive_aug
patch3383_aug_1246,0,negative_aug
5076,0,negative
patch9658_aug_558,1,positive_aug
8193,1,positive
patch9742_aug_1806,1,positive_aug
patch2819_aug_42,1,positive_aug
9150,1,positive
12282,1,positive
6591,1,positive
646,1,positive
8407,1,positive
patch3017_aug_4844,0,negative_aug
patch8079_aug_1313,1,positive_aug
4810,1,positive
4966,0,negative
patch1898_aug_4476,1,positive_aug
patch12463_aug_2491,1,positive_aug
patch5114_aug_3934,0,negative_aug
patch11823_aug_4541,1,positive_aug
patch2996_aug_5309,0,negative_aug
5742,0,negative
1894,0,negative
patch4768_aug_1933,1,positive_aug
patch8851_aug_1143,1,positive_aug
patch1142_aug_6744,0,negative_aug
patch39_aug_7743,1,positive_aug
patch9492_aug_6668,1,positive_aug
patch1376_aug_2722,0,negative_aug
1086,1,positive
7187,1,positive
patch10033_aug_3085,1,positive_aug
patch2001_aug_1701,0,negative_aug
patch7707_aug_6677,1,positive_aug
patch3358_aug_13,0,negative_aug
2174,1,positive
patch4902_aug_5405,0,negative_aug
5926,1,positive
patch11803_aug_3405,1,positive_aug
patch1343_aug_1304,0,negative_aug
2601,0,negative
patch3861_aug_4794,0,negative_aug
11641,1,positive
9163,1,positive
patch795_aug_3870,1,positive_aug
9424,1,positive
13287,1,positive
3663,1,positive
554,1,positive
10596,1,positive
5591,0,negative
patch9209_aug_4,1,positive_aug
patch11665_aug_1075,1,positive_aug
4829,1,positive
patch12214_aug_6073,1,positive_aug
3450,0,negative
5829,1,positive
patch6109_aug_4070,1,positive_aug
3800,1,positive
patch2672_aug_1949,0,negative_aug
patch2101_aug_6772,0,negative_aug
patch2134_aug_520,0,negative_aug
patch11013_aug_4778,1,positive_aug
4586,1,positive
7523,1,positive
6185,1,positive
11323,1,positive
patch6177_aug_1683,1,positive_aug
13486,1,positive
6090,1,positive
1205,1,positive
11431,1,positive
patch5795_aug_988,0,negative_aug
1378,1,positive
264,1,positive
patch11793_aug_6569,1,positive_aug
patch9238_aug_4829,1,positive_aug
patch13139_aug_6666,1,positive_aug
patch5990_aug_5698,0,negative_aug
patch252_aug_3010,0,negative_aug
patch6428_aug_715,1,positive_aug
patch9859_aug_4231,1,positive_aug
2746,0,negative
3218,0,negative
5175,1,positive
8651,1,positive
patch5185_aug_7092,0,negative_aug
5898,1,positive
patch4043_aug_4552,1,positive_aug
836,0,negative
12919,1,positive
5703,0,negative
2325,1,positive
5431,1,positive
5623,1,positive
2038,1,positive
patch5527_aug_6676,0,negative_aug
patch1703_aug_3827,1,positive_aug
10163,1,positive
patch5037_aug_1540,0,negative_aug
patch1831_aug_5993,0,negative_aug
4576,1,positive
5468,0,negative
792,0,negative
3809,0,negative
patch2360_aug_334,1,positive_aug
patch7656_aug_3968,1,positive_aug
168,0,negative
patch2759_aug_6039,0,negative_aug
4084,0,negative
326,1,positive
298,1,positive
patch2009_aug_246,1,positive_aug
3107,1,positive
patch6248_aug_8140,1,positive_aug
patch10071_aug_3957,1,positive_aug
11587,1,positive
patch4017_aug_3677,1,positive_aug
4975,0,negative
patch10963_aug_5129,1,positive_aug
patch6850_aug_5054,1,positive_aug
680,1,positive
patch11543_aug_1039,1,positive_aug
patch1995_aug_5130,1,positive_aug
patch4982_aug_2677,0,negative_aug
480,0,negative
4881,0,negative
3779,0,negative
patch1553_aug_3538,0,negative_aug
patch4411_aug_3932,0,negative_aug
patch4639_aug_6581,0,negative_aug
5971,1,positive
1064,1,positive
patch2014_aug_3305,0,negative_aug
patch3537_aug_6625,0,negative_aug
patch5542_aug_6361,0,negative_aug
9348,1,positive
12041,1,positive
patch3699_aug_5387,0,negative_aug
patch10882_aug_935,1,positive_aug
12793,1,positive
patch868_aug_135,0,negative_aug
558,0,negative
patch2388_aug_3671,1,positive_aug
patch3344_aug_3146,0,negative_aug
2045,1,positive
patch2699_aug_1082,0,negative_aug
patch1229_aug_5871,0,negative_aug
patch3975_aug_6606,0,negative_aug
5216,0,negative
4839,1,positive
5770,1,positive
121,1,positive
197,1,positive
patch482_aug_5031,1,positive_aug
5023,1,positive
patch3438_aug_5511,0,negative_aug
patch2276_aug_2770,0,negative_aug
3623,1,positive
9886,1,positive
patch3716_aug_7863,1,positive_aug
patch3424_aug_6827,0,negative_aug
3179,0,negative
6,0,negative
5777,0,negative
patch10777_aug_392,1,positive_aug
4290,0,negative
patch10590_aug_2824,1,positive_aug
7816,1,positive
1498,0,negative
patch3532_aug_957,1,positive_aug
12880,1,positive
1647,0,negative
1516,1,positive
10778,1,positive
1161,0,negative
6215,0,negative
13350,1,positive
4244,0,negative
patch777_aug_5773,1,positive_aug
5309,0,negative
patch8725_aug_6524,1,positive_aug
patch4526_aug_6579,0,negative_aug
7298,1,positive
5735,0,negative
patch2940_aug_6877,0,negative_aug
13480,1,positive
4370,0,negative
patch7199_aug_6278,1,positive_aug
patch11248_aug_2863,1,positive_aug
patch2034_aug_5899,1,positive_aug
patch218_aug_8088,1,positive_aug
patch9237_aug_497,1,positive_aug
8481,1,positive
2196,1,positive
215,0,negative
patch35_aug_7267,1,positive_aug
9732,1,positive
9320,1,positive
10512,1,positive
patch5069_aug_3731,0,negative_aug
10295,1,positive
patch7341_aug_5654,1,positive_aug
3614,1,positive
patch6534_aug_6704,1,positive_aug
5485,0,negative
patch110_aug_3537,0,negative_aug
3855,1,positive
patch2760_aug_3664,0,negative_aug
3064,0,negative
577,0,negative
patch8298_aug_928,1,positive_aug
4579,1,positive
1955,1,positive
890,1,positive
8696,1,positive
patch990_aug_2547,1,positive_aug
9655,1,positive
patch2101_aug_1775,0,negative_aug
patch3707_aug_3045,1,positive_aug
patch5591_aug_4073,0,negative_aug
2377,1,positive
patch5830_aug_937,1,positive_aug
8868,1,positive
7967,1,positive
12654,1,positive
patch1102_aug_5120,1,positive_aug
7149,1,positive
6341,1,positive
2747,1,positive
11484,1,positive
patch5251_aug_4214,0,negative_aug
8687,1,positive
patch5222_aug_6224,1,positive_aug
patch3691_aug_540,1,positive_aug
patch7335_aug_4495,1,positive_aug
patch5634_aug_1154,0,negative_aug
4972,1,positive
5241,1,positive
patch5167_aug_4874,1,positive_aug
7511,1,positive
4154,1,positive
patch1266_aug_7382,0,negative_aug
patch3004_aug_3170,0,negative_aug
patch5166_aug_4698,0,negative_aug
3011,0,negative
3692,0,negative
3950,0,negative
patch4588_aug_6614,0,negative_aug
patch1807_aug_3621,0,negative_aug
9467,1,positive
9657,1,positive
1594,1,positive
8478,1,positive
13380,1,positive
patch11425_aug_6713,1,positive_aug
2594,0,negative
10022,1,positive
patch6857_aug_3947,1,positive_aug
patch10_aug_3276,1,positive_aug
7261,1,positive
5098,0,negative
5451,0,negative
patch8910_aug_2951,1,positive_aug
patch4495_aug_7980,1,positive_aug
6686,1,positive
patch2037_aug_5835,0,negative_aug
8637,1,positive
patch13194_aug_7455,1,positive_aug
patch2305_aug_283,0,negative_aug
11865,1,positive
patch4716_aug_7559,1,positive_aug
patch420_aug_4151,0,negative_aug
patch3263_aug_5754,1,positive_aug
4776,1,positive
patch5663_aug_4777,1,positive_aug
patch4112_aug_7458,1,positive_aug
6087,0,negative
2192,1,positive
9252,1,positive
3435,0,negative
patch2339_aug_1264,0,negative_aug
patch3650_aug_4982,0,negative_aug
patch5155_aug_6348,1,positive_aug
patch12274_aug_7986,1,positive_aug
patch2191_aug_7520,0,negative_aug
5422,0,negative
patch11749_aug_5025,1,positive_aug
5658,1,positive
patch5651_aug_5621,1,positive_aug
2040,0,negative
3852,1,positive
8288,1,positive
patch1690_aug_1613,0,negative_aug
patch2116_aug_7939,1,positive_aug
patch5505_aug_5891,0,negative_aug
13204,1,positive
1166,1,positive
1012,1,positive
patch3101_aug_2709,0,negative_aug
8607,1,positive
patch6725_aug_2409,1,positive_aug
12315,1,positive
patch1836_aug_4211,1,positive_aug
patch2287_aug_1698,0,negative_aug
patch3116_aug_2152,1,positive_aug
patch2550_aug_4726,0,negative_aug
862,0,negative
931,1,positive
3357,0,negative
913,0,negative
2727,1,positive
9234,1,positive
patch2685_aug_6411,0,negative_aug
5150,1,positive
patch4814_aug_3524,0,negative_aug
patch2207_aug_2670,1,positive_aug
patch5208_aug_5475,1,positive_aug
12916,1,positive
patch5000_aug_4703,0,negative_aug
patch4646_aug_5805,1,positive_aug
patch8680_aug_2984,1,positive_aug
patch11245_aug_8150,1,positive_aug
patch4629_aug_788,0,negative_aug
1111,0,negative
517,1,positive
6006,0,negative
patch3596_aug_6752,1,positive_aug
13354,1,positive
1073,0,negative
9586,1,positive
patch9884_aug_3359,1,positive_aug
patch1943_aug_2476,1,positive_aug
patch8220_aug_498,1,positive_aug
patch1084_aug_5327,0,negative_aug
8422,1,positive
patch3443_aug_5457,0,negative_aug
patch13428_aug_3080,1,positive_aug
patch4616_aug_3148,1,positive_aug
patch11160_aug_6341,1,positive_aug
2748,1,positive
9001,1,positive
patch7442_aug_5954,1,positive_aug
7426,1,positive
669,1,positive
patch2281_aug_5224,1,positive_aug
5653,0,negative
patch4966_aug_2899,0,negative_aug
patch11767_aug_5416,1,positive_aug
1562,0,negative
patch6101_aug_3413,1,positive_aug
patch1925_aug_5791,1,positive_aug
patch5504_aug_2253,1,positive_aug
patch5443_aug_4383,0,negative_aug
2377,0,negative
patch319_aug_6396,1,positive_aug
patch487_aug_6738,0,negative_aug
patch10201_aug_2869,1,positive_aug
patch11753_aug_5428,1,positive_aug
820,0,negative
patch4606_aug_1094,0,negative_aug
patch5923_aug_210,0,negative_aug
patch5431_aug_4277,1,positive_aug
patch6212_aug_5297,0,negative_aug
patch8452_aug_5565,1,positive_aug
patch4531_aug_2039,1,positive_aug
patch2268_aug_3218,0,negative_aug
76,1,positive
patch11469_aug_2045,1,positive_aug
2516,0,negative
2720,1,positive
1047,0,negative
10238,1,positive
5498,0,negative
patch112_aug_2938,0,negative_aug
patch2317_aug_933,1,positive_aug
8914,1,positive
patch5738_aug_5040,0,negative_aug
patch6336_aug_1751,1,positive_aug
patch853_aug_4101,1,positive_aug
patch2249_aug_898,0,negative_aug
patch3547_aug_3860,0,negative_aug
patch511_aug_4617,1,positive_aug
5549,0,negative
5677,0,negative
6189,1,positive
patch10229_aug_6518,1,positive_aug
9259,1,positive
2487,1,positive
patch6038_aug_7685,0,negative_aug
1461,0,negative
8983,1,positive
4755,0,negative
patch12150_aug_4180,1,positive_aug
patch857_aug_2112,0,negative_aug
patch1538_aug_3938,1,positive_aug
11909,1,positive
7045,1,positive
2333,1,positive
12241,1,positive
12438,1,positive
patch1475_aug_7323,0,negative_aug
patch1225_aug_7399,0,negative_aug
patch13299_aug_5881,1,positive_aug
patch12627_aug_5410,1,positive_aug
patch2930_aug_1778,0,negative_aug
12250,1,positive
4682,1,positive
12672,1,positive
patch5732_aug_584,0,negative_aug
patch643_aug_1915,0,negative_aug
